date,EUR,ARS,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,DZD,GBP,HKD,HRK,HUF,IDR,ILS,INR,ISK,JPY,KRW,LTL,MAD,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,TWD,USD,ZAR
2014-12-31,1.0,10.28,1.4829,1.9558,3.2207,1.4063,1.2024,7.5358,27.735,7.4453,106.7437,0.7789,9.417,7.658,315.54,15076.1,4.72,76.719,,145.23,1324.8,3.4528,10.9919,17.8679,4.2473,9.042,1.5525,54.436,4.2732,4.4828,72.337,9.393,1.6058,39.91,2.832,38.44,1.2141,14.0353
2015-01-02,1.0,10.3,1.4841,1.9558,3.2433,1.4069,1.2022,7.4759,27.693,7.4434,105.8756,0.78,9.3402,7.6713,318.75,15073.02,4.7291,76.3,,145.21,1332.24,,10.9965,17.8537,4.2349,9.042,1.5609,53.961,4.3053,4.502,70.461,9.4702,1.6,39.69,2.8332,38.267,1.2043,14.0435
2015-01-05,1.0,10.1963,1.4755,1.9558,3.2334,1.4041,1.2016,7.4111,27.676,7.441,104.8725,0.7827,9.2409,7.6738,318.32,15027.69,4.712,75.6156,,143.0,1323.73,,10.9432,17.695,4.2215,9.1075,1.5515,53.674,4.2979,4.4975,70.388,9.4882,1.592,39.297,2.7869,38.1384,1.1915,13.9739
2015-01-06,1.0,10.1883,1.464,1.9558,3.2159,1.4014,1.2014,7.4022,27.695,7.4414,104.8682,0.7842,9.2376,7.674,319.32,15093.06,4.714,75.74,,141.69,1311.72,,10.9485,17.7781,4.255,9.1795,1.5378,53.624,4.3075,4.499,74.91,9.4208,1.5905,39.221,2.7732,38.1401,1.1914,13.9771
2015-01-07,1.0,10.1131,1.466,1.9558,3.1679,1.3996,1.2011,7.3512,27.783,7.4421,104.3825,0.7823,9.1743,7.6753,319.53,15041.65,4.6835,74.7423,,141.17,1304.28,,10.9335,17.4803,4.2376,9.15,1.5275,53.363,4.3108,4.4978,75.0,9.3989,1.5844,38.912,2.7547,37.839,1.1831,13.8588
2015-01-08,1.0,10.0887,1.4518,1.9558,3.1774,1.3905,1.201,7.3152,27.865,7.4398,104.0306,0.7811,9.1265,7.6745,317.05,14877.39,4.674,73.63,,141.0,1291.62,,10.9312,17.3087,4.189,9.028,1.5113,52.908,4.2902,4.4878,72.3732,9.434,1.5753,38.693,2.7181,37.6563,1.1768,13.6912
2015-01-09,1.0,10.1456,1.4506,1.9558,3.1389,1.3963,1.201,7.3321,28.062,7.4393,103.9706,0.7799,9.1593,7.678,317.39,14925.34,4.6614,73.6233,,140.81,1290.29,,10.9365,17.319,4.2054,9.0605,1.5115,53.09,4.2699,4.4892,72.891,9.4883,1.5789,38.846,2.7154,37.7137,1.1813,13.6655
2015-01-12,1.0,10.139,1.4498,1.9558,3.1354,1.4043,1.201,7.3194,28.287,7.4391,103.7052,0.7791,9.1518,7.6785,318.03,14878.94,4.6688,73.3784,,140.56,1281.23,,10.9332,17.2955,4.2105,9.1275,1.5222,53.032,4.2765,4.4833,73.9104,9.541,1.5775,38.817,2.709,37.6464,1.1804,13.6056
2015-01-13,1.0,10.1207,1.4441,1.9558,3.1143,1.4098,1.201,7.3028,28.405,7.4398,103.4011,0.7767,9.1348,7.6815,318.27,14842.5,4.6462,73.0991,,139.56,1275.75,,10.9315,17.2164,4.2322,9.115,1.5215,52.715,4.2824,4.488,77.91,9.4564,1.5735,38.7,2.6875,37.5561,1.1782,13.5487
2015-01-14,1.0,10.1153,1.4473,1.9558,3.0909,1.4089,1.201,7.2968,28.229,7.4386,103.5027,0.7753,9.1301,7.6845,319.97,14863.25,4.6307,73.2273,,137.48,1277.86,,10.9267,17.2151,4.2317,9.056,1.525,52.547,4.2863,4.4928,77.903,9.5011,1.5724,38.603,2.6957,37.4679,1.1775,13.5437
2015-01-15,1.0,10.0583,1.4143,1.9558,3.0537,1.3855,1.028,7.2509,27.841,7.4346,103.0089,0.7672,9.0751,7.6877,322.39,14674.67,4.5644,72.3361,,136.48,1262.95,,10.9145,16.9345,4.1689,8.914,1.4883,52.216,4.3008,4.4964,75.41,9.4611,1.5479,38.338,2.672,37.0535,1.1708,13.4057
2015-01-16,1.0,9.961,1.4113,1.9558,3.0357,1.3946,1.0128,7.1926,27.795,7.4346,102.3641,0.7637,8.983,7.693,320.37,14581.91,4.542,71.6857,,135.06,1248.7,,10.8975,16.9787,4.1234,8.7985,1.4871,51.684,4.3179,4.5083,75.658,9.4085,1.5363,37.798,2.6888,36.5008,1.1588,13.403
2015-01-19,1.0,9.9809,1.4134,1.9558,3.0503,1.3906,1.012,7.2188,27.881,7.4345,102.5462,0.7664,8.9963,7.6935,318.72,14643.19,4.5604,71.6174,,136.27,1251.03,,10.8905,16.959,4.1447,8.8325,1.4914,51.724,4.3164,4.5027,75.0288,9.4076,1.5453,37.821,2.7149,36.5516,1.1605,13.5213
2015-01-20,1.0,9.9637,1.4123,1.9558,3.0378,1.391,1.0087,7.1948,27.849,7.4351,102.3431,0.7637,8.9772,7.7015,317.53,14535.84,4.5456,71.45,,137.37,1259.61,,10.8865,16.9308,4.1771,8.8015,1.5014,51.632,4.3275,4.5093,75.3825,9.4297,1.5502,37.845,2.701,36.6795,1.1579,13.4621
2015-01-21,1.0,9.983,1.4113,1.9558,3.0138,1.3999,0.9997,7.2017,27.939,7.4355,102.5992,0.7671,8.9879,7.7065,315.35,14485.19,4.5519,71.3839,,136.07,1255.38,,10.8895,16.9351,4.1828,8.825,1.5124,51.444,4.3058,4.5088,76.123,9.4238,1.5455,37.747,2.7141,36.4862,1.1593,13.3846
2015-01-22,1.0,10.006,1.4299,1.9558,2.9955,1.4353,0.9943,7.2144,27.9,7.4454,102.5905,0.7644,9.0074,7.6985,315.56,14481.47,4.5687,71.5192,,136.7,1259.38,,10.898,17.0639,4.1617,8.831,1.5344,51.373,4.2997,4.5023,74.78,9.4405,1.5479,37.851,2.7128,36.5105,1.1618,13.3367
2015-01-23,1.0,9.6538,1.4169,1.9558,2.9057,1.3937,0.9816,6.975,27.831,7.443,102.4796,0.7473,8.6809,7.7028,310.91,13975.38,4.4766,68.866,,132.12,1208.9,,10.813,16.4851,4.0281,8.7055,1.5032,49.359,4.2279,4.4892,72.2195,9.3327,1.5058,36.517,2.634,35.0513,1.1198,12.843
2015-01-26,1.0,9.6833,1.4227,1.9558,2.9184,1.4009,1.0014,7.0324,27.754,7.445,103.7578,0.74895,8.717,7.702,310.67,14047.63,4.4938,69.0691,,133.03,1217.04,,10.8212,16.4691,4.0584,8.7345,1.5128,49.574,4.2157,4.4744,73.8368,9.3628,1.5111,36.631,2.6526,35.2299,1.1244,12.9073
2015-01-27,1.0,9.7548,1.4233,1.9558,2.9284,1.4085,1.017,7.0603,27.872,7.4483,104.4153,0.74725,8.7652,7.69,312.17,14114.02,4.503,69.401,,133.08,1219.73,,10.8375,16.5181,4.0741,8.813,1.5199,49.839,4.23,4.4693,76.6695,9.3089,1.5167,36.808,2.6768,35.1757,1.1306,13.108
2015-01-28,1.0,9.7882,1.4234,1.9558,2.9322,1.409,1.0242,7.0869,27.846,7.444,104.5862,0.7466,8.7939,7.6918,312.18,14188.57,4.4774,69.6578,,133.7,1231.76,,10.845,16.5951,4.1048,8.795,1.5157,50.046,4.2365,4.4552,76.912,9.2895,1.5345,36.925,2.6959,35.4272,1.1344,13.1212
2015-01-29,1.0,9.7651,1.4535,1.9558,2.9421,1.4179,1.0372,7.0672,27.792,7.444,104.5249,0.74775,8.7722,7.6975,312.0,14278.77,4.4476,70.0403,,133.43,1240.27,,10.8335,16.7722,4.1089,8.823,1.5552,49.862,4.2324,4.4405,78.2726,9.3245,1.5305,37.055,2.7267,35.6973,1.1315,13.1531
2015-01-30,1.0,9.7573,1.4535,1.9558,3.0114,1.4323,1.0468,7.0639,27.797,7.444,104.9262,0.7511,8.7636,7.6975,312.03,14342.1,4.4475,70.1133,,133.08,1246.54,,10.8318,16.8382,4.11,8.8335,1.5568,49.934,4.2075,4.442,79.925,9.3612,1.5292,37.055,2.7579,35.8328,1.1305,13.1028
2015-02-02,1.0,9.7639,1.4523,1.9558,3.0296,1.4332,1.0519,7.0771,27.749,7.444,105.0467,0.7526,8.7702,7.703,310.56,14370.84,4.456,69.9735,,133.06,1246.12,,10.8335,16.8802,4.0989,8.7225,1.5562,49.909,4.1771,4.4043,78.06,9.3672,1.53,36.848,2.7356,35.7733,1.131,13.0934
2015-02-03,1.0,9.8414,1.4799,1.9558,3.0848,1.4316,1.0526,7.118,27.748,7.444,105.5755,0.75395,8.8214,7.709,309.18,14358.41,4.4565,70.2086,,133.48,1251.26,,10.8457,16.8433,4.0819,8.637,1.5742,50.136,4.162,4.4033,75.8145,9.4118,1.5362,37.12,2.7382,35.898,1.1376,13.0318
2015-02-04,1.0,9.9019,1.4722,1.9558,3.0919,1.4253,1.0602,7.1526,27.77,7.444,106.6288,0.7516,8.8753,7.711,308.85,14468.38,4.4449,70.7736,,134.49,1243.24,,10.8605,16.8433,4.0824,8.6305,1.5486,50.458,4.1607,4.408,75.5,9.4281,1.5396,37.325,2.7796,35.9625,1.1446,13.073
2015-02-05,1.0,9.8702,1.4616,1.9558,3.1238,1.429,1.0587,7.1307,27.708,7.4456,106.4885,0.7482,8.8455,7.7128,307.24,14389.78,4.4229,70.4436,,133.98,1243.16,,10.858,16.8862,4.0605,8.637,1.5428,50.343,4.1655,4.4133,76.27,9.4579,1.5359,37.213,2.7898,35.9652,1.141,12.983
2015-02-06,1.0,9.91,1.4572,1.9558,3.1536,1.4246,1.0534,7.1535,27.698,7.4441,106.638,0.7473,8.8739,7.717,306.27,14430.56,4.4302,70.6442,,134.28,1244.86,,10.86,16.8843,4.0347,8.5715,1.5414,50.573,4.165,4.4143,76.86,9.4565,1.5377,37.237,2.7878,35.978,1.1447,12.9486
2015-02-09,1.0,9.7647,1.443,1.9558,3.143,1.4094,1.0428,7.0428,27.72,7.444,105.5559,0.7415,8.7416,7.7165,307.3,14281.55,4.3791,70.0515,,133.72,1236.75,,10.8315,16.7073,4.0142,8.6145,1.5203,50.1,4.1822,4.4308,74.7335,9.4685,1.5282,36.807,2.808,35.5964,1.1275,13.0539
2015-02-10,1.0,9.79,1.4522,1.9558,3.1641,1.4088,1.0457,7.0512,27.727,7.4441,105.8661,0.742,8.7595,7.7177,309.34,14344.72,4.3793,70.2617,,134.67,1237.19,,10.836,16.7845,4.0434,8.5665,1.5266,50.158,4.2008,4.4368,74.5672,9.4264,1.5322,36.868,2.8155,35.644,1.1297,13.1443
2015-02-11,1.0,9.8036,1.4606,1.9558,3.237,1.4268,1.0465,7.063,27.68,7.444,106.5746,0.7396,8.7726,7.7218,310.15,14510.21,4.3598,70.549,,135.5,1250.19,,10.8302,16.9653,4.0918,8.602,1.5272,50.292,4.218,4.4473,74.66,9.4585,1.5388,36.929,2.8252,35.7497,1.1314,13.3805
2015-02-12,1.0,9.8197,1.4761,1.9558,3.2565,1.4228,1.0559,7.073,27.702,7.4445,106.5798,0.7376,8.7849,7.723,307.76,14518.77,4.4204,70.5469,,135.72,1255.7,,10.8328,17.0866,4.0874,8.7425,1.5373,50.208,4.1916,4.4375,75.2935,9.6298,1.5397,37.037,2.821,35.6727,1.1328,13.376
2015-02-13,1.0,9.87,1.4689,1.9558,3.2395,1.4235,1.0576,7.1011,27.64,7.444,107.2733,0.7401,8.8264,7.7128,306.03,14566.04,4.4286,70.7557,,135.46,1251.51,,10.8432,17.0348,4.0683,8.6535,1.5312,50.424,4.1768,4.4431,72.989,9.5887,1.5439,37.131,2.8105,35.7,1.1381,13.343
2015-02-16,1.0,9.9027,1.4669,1.9558,3.2336,1.4206,1.0626,7.1292,27.638,7.444,107.5091,0.7421,8.85,7.714,306.91,14524.29,4.4121,70.9736,,135.26,1257.23,,10.8575,16.9608,4.0846,8.6035,1.5193,50.393,4.1832,4.4452,71.47,9.5838,1.5481,37.181,2.7919,35.8678,1.1408,13.2698
2015-02-17,1.0,9.9094,1.4593,1.9558,3.2395,1.4125,1.0631,7.1403,27.619,7.444,107.5046,0.7434,8.8568,7.725,307.81,14574.79,4.4126,70.9893,,135.61,1262.44,,10.8585,16.933,4.0919,8.5725,1.5141,50.375,4.1872,4.4467,71.4409,9.5235,1.5463,37.184,2.7935,36.0118,1.1415,13.2357
2015-02-18,1.0,9.872,1.4598,1.9558,3.2195,1.4158,1.0707,7.1133,27.583,7.444,107.2761,0.7372,8.8229,7.724,307.71,14646.88,4.3872,70.85,,135.69,1267.02,,10.8349,16.9923,4.12,8.548,1.5147,50.372,4.1909,4.4518,70.5714,9.5489,1.5475,37.05,2.794,36.0395,1.1372,13.2921
2015-02-19,1.0,9.8964,1.4632,1.9558,3.2452,1.4257,1.0796,7.1229,27.373,7.4442,107.4563,0.7379,8.8331,7.7253,305.34,14637.08,4.3743,70.8384,,135.52,1267.63,,10.8359,17.0207,4.1309,8.645,1.5148,50.291,4.1695,4.4461,70.7133,9.5713,1.5466,37.064,2.789,36.0756,1.1387,13.2596
2015-02-20,1.0,9.8219,1.4399,1.9558,3.2432,1.4073,1.0718,7.0642,27.508,7.4612,106.7594,0.7348,8.7635,7.7125,305.68,14510.22,4.37,70.3122,,133.91,1254.9,,10.8163,16.9572,4.1221,8.593,1.496,50.016,4.1812,4.4568,70.2,9.5213,1.536,36.777,2.7835,35.8823,1.1298,13.1681
2015-02-23,1.0,9.8321,1.451,1.9558,3.2729,1.4256,1.0727,7.0686,27.444,7.4637,106.8992,0.7352,8.7631,7.7115,305.09,14607.09,4.3602,70.4035,,134.5,1253.43,,10.8325,17.0685,4.1093,8.6405,1.5041,50.063,4.1746,4.4483,72.5628,9.5656,1.5384,36.786,2.8037,35.8502,1.1298,13.2311
2015-02-24,1.0,9.8588,1.4609,1.9558,3.2518,1.4322,1.0755,7.0842,27.487,7.4595,107.0913,0.7344,8.7876,7.702,305.0,14635.14,4.4702,70.463,,135.36,1261.64,,10.8194,17.1143,4.1257,8.625,1.5225,50.137,4.1662,4.4435,71.4174,9.5199,1.542,36.884,2.8082,35.9278,1.1328,13.149
2015-02-25,1.0,9.8886,1.4388,1.9558,3.2395,1.4116,1.0773,7.1025,27.419,7.465,107.1515,0.7328,8.7997,7.684,305.55,14617.03,4.483,70.3083,,134.92,1248.89,,10.8215,16.9424,4.0908,8.6325,1.5031,49.988,4.1615,4.4223,70.3432,9.491,1.5378,36.909,2.8017,35.7185,1.1346,13.025
2015-02-26,1.0,9.8667,1.4357,1.9558,3.2264,1.4112,1.0745,7.0831,27.515,7.4679,106.9715,0.7301,8.776,7.6965,302.88,14537.82,4.4552,69.8838,,134.54,1240.6,,10.8165,16.8425,4.0483,8.564,1.4919,49.767,4.1535,4.4278,68.8165,9.4146,1.5293,36.57,2.8085,35.4773,1.1317,12.9381
2015-02-27,1.0,9.8027,1.4358,1.9558,3.2579,1.3995,1.0636,7.0485,27.438,7.466,106.512,0.7278,8.7167,7.6885,303.03,14555.96,4.4816,69.4822,,134.05,1236.16,,10.8023,16.8723,4.0576,8.574,1.4849,49.486,4.1524,4.4413,69.2,9.3693,1.5289,36.336,2.83,35.3552,1.124,13.0684
2015-03-02,1.0,9.7894,1.4433,1.9558,3.2133,1.4025,1.0724,7.0456,27.488,7.4633,106.553,0.7294,8.706,7.6755,303.58,14561.42,4.4796,69.5415,,134.47,1235.65,,10.7986,16.7816,4.0771,8.6085,1.4907,49.528,4.1563,4.4418,70.0036,9.3436,1.5303,36.297,2.8211,35.2428,1.1227,13.1442
2015-03-03,1.0,9.753,1.4288,1.9558,3.2536,1.3981,1.0736,7.0043,27.453,7.4533,106.1557,0.7276,8.6609,7.672,305.07,14513.01,4.4566,69.1544,,133.74,1225.66,,10.7879,16.7967,4.0597,8.6095,1.4807,49.22,4.1582,4.4563,69.56,9.2765,1.5222,36.131,2.8296,35.0843,1.1168,13.1696
2015-03-04,1.0,9.7224,1.4191,1.9558,3.2999,1.3922,1.0694,6.9734,27.464,7.4575,105.907,0.7259,8.6266,7.66,306.47,14455.64,4.4334,69.2626,,133.15,1222.39,,10.7801,16.7283,4.0629,8.6145,1.465,49.082,4.1727,4.4555,68.634,9.2379,1.5207,36.036,2.8317,34.9373,1.1124,13.1071
2015-03-05,1.0,9.6776,1.4205,1.9558,3.3009,1.377,1.0697,6.9382,27.422,7.4542,105.6457,0.7251,8.5847,7.6585,305.36,14363.07,4.427,68.9098,,133.1,1218.84,,10.7683,16.6566,4.0416,8.546,1.4777,48.848,4.1397,4.4453,67.6095,9.214,1.5156,35.885,2.8663,34.8479,1.1069,13.0163
2015-03-06,1.0,9.591,1.399,1.9558,3.2949,1.3666,1.07,6.8651,27.297,7.4514,105.0674,0.722,8.5055,7.6205,303.78,14182.39,4.3823,68.4064,,131.48,1203.83,,10.7449,16.6451,3.9923,8.542,1.4627,48.282,4.1178,4.441,65.217,9.1893,1.5004,35.531,2.8275,34.4461,1.0963,12.9134
2015-03-09,1.0,9.5108,1.4043,1.9558,3.362,1.3674,1.0691,6.8034,27.251,7.4504,104.3258,0.7186,8.4264,7.6325,305.21,14192.5,4.3573,68.071,,131.31,1209.21,,10.7253,16.8091,3.9943,8.5785,1.473,48.018,4.1181,4.4428,66.06,9.1865,1.4979,35.371,2.8334,34.248,1.086,13.1281
2015-03-10,1.0,9.4094,1.4034,1.9558,3.369,1.3566,1.0703,6.7236,27.285,7.4516,103.628,0.7128,8.3326,7.6153,307.92,14060.34,4.3332,67.4205,,130.29,1206.66,,10.6969,16.6847,3.9786,8.6395,1.4729,47.554,4.1368,4.4465,65.9838,9.1849,1.4889,35.1,2.8375,33.979,1.0738,13.1869
2015-03-11,1.0,9.2789,1.3899,1.9558,3.3102,1.3432,1.0655,6.6245,27.293,7.4591,102.9112,0.70355,8.2102,7.631,304.17,13937.63,4.276,66.4101,,128.33,1193.24,,10.6643,16.5093,3.9109,8.657,1.4608,46.852,4.1365,4.4445,65.6568,9.1204,1.4676,34.789,2.7721,33.5376,1.0578,13.0055
2015-03-12,1.0,9.3129,1.3771,1.9558,3.3031,1.3432,1.0636,6.6458,27.303,7.4575,103.2066,0.7091,8.2439,7.645,303.6,13941.23,4.269,66.2762,,128.29,1188.78,,10.6747,16.326,3.9061,8.591,1.4329,46.976,4.1371,4.4373,64.214,9.1141,1.4623,34.823,2.7517,33.5419,1.0613,12.9632
2015-03-13,1.0,9.2787,1.38,1.9558,3.3893,1.3462,1.0648,6.6172,27.315,7.4595,102.9081,0.71525,8.2114,7.6548,306.5,13969.84,4.2527,66.6332,,128.41,1199.18,,10.6624,16.3713,3.9021,8.6255,1.4397,46.909,4.1539,4.4471,64.5063,9.1518,1.4679,34.784,2.789,33.5159,1.0572,13.1788
2015-03-16,1.0,9.2737,1.3797,1.9558,3.4107,1.3493,1.0615,6.6113,27.308,7.4659,102.9738,0.7131,8.1976,7.6435,303.68,13978.2,4.2381,66.3743,,127.96,1195.32,,10.675,16.3206,3.9074,8.686,1.4307,46.899,4.1281,4.4365,65.498,9.1532,1.467,34.763,2.767,33.4348,1.0557,13.0917
2015-03-17,1.0,9.3398,1.3914,1.9558,3.4796,1.3585,1.066,6.6468,27.183,7.4614,103.3393,0.71995,8.2573,7.6466,304.12,13997.8,4.2666,66.7156,,128.9,1197.96,,10.6885,16.4024,3.9311,8.7915,1.4444,47.47,4.1392,4.4415,65.7556,9.1769,1.4767,35.017,2.7784,33.5234,1.0635,13.181
2015-03-18,1.0,9.3078,1.3901,1.9558,3.4283,1.3583,1.0627,6.5982,27.318,7.4591,103.0873,0.723,8.2178,7.646,304.0,13956.88,4.2683,66.4754,,128.35,1196.29,,10.6655,16.3169,3.9292,8.9,1.4461,47.496,4.1466,4.4493,64.9,9.3325,1.4735,34.878,2.7793,33.4098,1.0592,13.1048
2015-03-19,1.0,9.3867,1.3966,1.9558,3.474,1.3578,1.0595,6.614,27.425,7.4508,103.5676,0.7183,8.2842,7.65,303.22,13932.02,4.2777,66.8199,,129.12,1197.86,,10.701,16.3091,3.9555,8.6355,1.4453,47.979,4.1288,4.417,64.1691,9.2797,1.4809,34.997,2.7776,33.6304,1.0677,13.0815
2015-03-20,1.0,9.4756,1.3988,1.9558,3.522,1.3655,1.0552,6.6864,27.479,7.4516,104.2636,0.7255,8.3615,7.6405,303.86,14074.33,4.3718,67.169,,130.26,1207.96,,10.7225,16.265,4.0199,8.7125,1.4401,48.439,4.1272,4.4327,64.9276,9.3006,1.4938,35.227,2.7882,33.9345,1.0776,13.0627
2015-03-23,1.0,9.5892,1.3938,1.9558,3.4963,1.3667,1.0561,6.7812,27.374,7.4555,105.0351,0.7318,8.4628,7.646,304.75,14168.69,4.3708,67.9572,,130.8,1208.5,,10.735,16.3462,4.032,8.6275,1.4314,48.845,4.1215,4.422,64.3886,9.2804,1.4956,35.497,2.7924,34.1921,1.0912,13.0633
2015-03-24,1.0,9.6132,1.3843,1.9558,3.4202,1.3649,1.0491,6.7981,27.39,7.4603,104.9496,0.7344,8.4912,7.648,302.26,14150.43,4.3072,68.2484,,130.89,1209.42,,10.7446,16.3437,3.9951,8.5935,1.4301,49.011,4.1131,4.411,63.4232,9.2889,1.4937,35.569,2.8043,34.2174,1.095,12.962
2015-03-25,1.0,9.6445,1.3925,1.9558,3.4334,1.3711,1.0517,6.8244,27.378,7.4688,105.3667,0.7365,8.5191,7.6518,298.8,14242.59,4.3314,68.515,,131.13,1208.22,,10.7482,16.3611,4.0271,8.593,1.4322,49.163,4.0858,4.4147,62.5738,9.3026,1.5023,35.715,2.8089,34.315,1.0985,12.9574
2015-03-26,1.0,9.6522,1.399,1.9558,3.4904,1.3653,1.0498,6.8174,27.376,7.4678,105.6636,0.7371,8.509,7.6498,299.65,14304.58,4.3239,68.8296,,130.67,1212.14,,10.7625,16.4244,4.0212,8.6005,1.4429,49.171,4.0763,4.427,62.7707,9.325,1.4987,35.712,2.8425,34.2586,1.0973,13.0189
2015-03-27,1.0,9.5579,1.394,1.9558,3.4846,1.358,1.0476,6.7478,27.523,7.4672,105.5746,0.7298,8.4181,7.65,300.54,14138.51,4.31,67.87,,129.39,1199.43,,10.7235,16.4268,3.9994,8.645,1.4342,48.657,4.0978,4.4211,62.232,9.3178,1.4862,35.335,2.8302,33.8848,1.0856,13.0504
2015-03-30,1.0,9.5592,1.4158,1.9558,3.5616,1.3709,1.0439,6.7324,27.473,7.469,105.4969,0.7328,8.41,7.6448,299.83,14172.71,4.3019,67.918,,130.02,1201.04,,10.7365,16.5321,4.0246,8.6545,1.4417,48.527,4.0938,4.405,62.5595,9.3207,1.4898,35.328,2.8265,33.944,1.0845,13.1446
2015-03-31,1.0,9.4832,1.4154,1.9558,3.4958,1.3738,1.0463,6.671,27.533,7.4697,105.0811,0.7273,8.3422,7.645,299.43,14053.78,4.2795,67.2738,,128.95,1192.58,,10.7155,16.5124,3.9873,8.7035,1.4388,48.057,4.0854,4.4098,62.44,9.2901,1.4774,35.018,2.8131,33.6194,1.0759,13.1324
2015-04-01,1.0,9.4856,1.4153,1.9558,3.3994,1.3632,1.0426,6.6662,27.543,7.4708,104.9222,0.7285,8.3382,7.6483,298.52,14021.81,4.2811,67.2161,,129.29,1187.67,,10.7155,16.3847,3.9785,8.6695,1.4472,47.917,4.0608,4.413,62.4363,9.2541,1.4696,34.965,2.8064,33.642,1.0755,13.0011
2015-04-02,1.0,9.5587,1.4343,1.9558,3.4307,1.3693,1.04,6.7105,27.57,7.4708,105.4128,0.7316,8.3958,7.6303,299.58,14080.56,4.2762,67.343,,129.59,1183.31,,10.7187,16.3666,3.964,8.6506,1.4499,48.092,4.0647,4.4168,61.8285,9.3445,1.4719,35.187,2.8145,33.6921,1.083,12.995
2015-04-07,1.0,9.5839,1.4192,1.9558,3.3979,1.3563,1.0438,6.7241,27.455,7.4714,105.7918,0.7286,8.4086,7.619,299.08,14091.77,4.267,67.598,,130.33,1183.28,,10.7365,16.1919,3.9527,8.73,1.4423,48.3,4.0578,4.4165,59.8265,9.374,1.4724,35.335,2.8079,33.6713,1.0847,12.8345
2015-04-08,1.0,9.6066,1.4078,1.9558,3.3676,1.3487,1.0438,6.7377,27.378,7.4717,105.9597,0.7264,8.4183,7.6085,296.62,14056.95,4.2746,67.6105,,130.09,1184.59,,10.7211,16.1382,3.9431,8.6766,1.4315,48.255,4.0171,4.3955,58.6005,9.3595,1.4706,35.367,2.814,33.7218,1.0862,12.7982
2015-04-09,1.0,9.5302,1.3951,1.9558,3.2681,1.3493,1.0447,6.6863,27.378,7.4717,105.4313,0.7268,8.35,7.5955,297.2,13889.01,4.2446,67.0115,,129.22,1175.39,,10.703,16.0549,3.906,8.662,1.4188,47.904,4.0167,4.3975,55.999,9.3421,1.4586,35.048,2.7915,33.5173,1.0774,12.7006
2015-04-10,1.0,9.3465,1.3824,1.9558,3.2639,1.3386,1.039,6.5626,27.383,7.4716,104.3989,0.7244,8.1919,7.574,297.38,13665.33,4.213,65.91,,127.32,1157.92,,10.6601,16.0487,3.876,8.613,1.4059,47.147,4.0181,4.409,54.537,9.3331,1.4439,34.415,2.7921,33.0288,1.057,12.7464
2015-04-13,1.0,9.3479,1.3925,1.9558,3.2694,1.3324,1.0373,6.5552,27.392,7.4715,104.3286,0.7215,8.1779,7.568,296.85,13723.03,4.2239,65.8671,,127.2,1163.3,,10.6417,16.1398,3.9172,8.548,1.4187,47.2,4.0136,4.4156,55.2605,9.3309,1.4491,34.376,2.7985,33.031,1.0552,12.8258
2015-04-14,1.0,9.36,1.3936,1.9558,3.2857,1.3292,1.0344,6.5633,27.345,7.4691,104.3871,0.7217,8.1872,7.583,296.64,13710.09,4.2108,65.905,,126.67,1156.94,,10.6447,16.2263,3.9092,8.482,1.4169,47.117,4.0105,4.4118,54.935,9.3235,1.44,34.291,2.8284,33.0213,1.0564,12.81
2015-04-15,1.0,9.3761,1.3945,1.9558,3.2661,1.3277,1.0321,6.5644,27.415,7.4671,104.6465,0.7168,8.2004,7.5798,297.85,13686.9,4.2095,65.9826,,126.52,1159.5,,10.6614,16.2123,3.9206,8.415,1.4104,47.086,4.0178,4.4197,53.611,9.3115,1.4402,34.327,2.8711,33.086,1.0579,12.8567
2015-04-16,1.0,9.4989,1.379,1.9558,3.2312,1.318,1.0327,6.6377,27.503,7.4637,105.3963,0.7189,8.3031,7.5748,300.95,13758.43,4.2206,66.6873,,127.64,1164.56,,10.6958,16.3075,3.9046,8.3725,1.4038,47.562,4.031,4.4158,53.4111,9.2606,1.4502,34.709,2.8899,33.3344,1.0711,12.9081
2015-04-17,1.0,9.6048,1.3842,1.9558,3.2562,1.3183,1.0297,6.7013,27.486,7.4608,106.1078,0.7199,8.382,7.569,301.36,13838.67,4.239,67.474,,128.45,1167.11,,10.7355,16.4205,3.911,8.397,1.4025,47.819,4.0187,4.418,54.9086,9.2921,1.4522,34.992,2.9037,33.5003,1.0814,12.9192
2015-04-20,1.0,9.5081,1.3823,1.9558,3.2728,1.3138,1.0283,6.6543,27.417,7.4603,105.3785,0.71955,8.3134,7.565,297.9,13840.5,4.2133,67.526,,127.68,1160.25,,10.6999,16.4689,3.893,8.442,1.397,47.451,3.9891,4.425,57.177,9.3018,1.4464,34.732,2.8995,33.3364,1.0723,12.9749
2015-04-21,1.0,9.4888,1.3821,1.9558,3.2423,1.3085,1.0252,6.6358,27.418,7.461,105.3816,0.7187,8.2926,7.577,297.41,13865.38,4.2198,67.3091,,127.75,1158.82,,10.7085,16.5053,3.8859,8.425,1.3884,47.329,3.9683,4.4374,57.4375,9.2863,1.4443,34.631,2.8755,33.2993,1.07,12.9576
